0,0,0
2,5,6
2,5,6
0,0,0
0,0,0
5,1,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,0,1
3,0,1
2,0,1
2,7,2
0,0,0
2,3,2
2,3,8
0,0,0
0,0,0
0,0,0
0,0,0
5,0,2
1,7,3
2,7,3
0,0,0
0,0,0
3,3,1
2,7,8
1,3,8
1,0,0
0,0,0
0,0,0
0,0,0
5,3,8
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,0,5
0,0,0
0,0,0
2,7,6
0,0,0
2,7,6
2,7,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,0,2
0,0,0
3,3,6
3,0,6
5,0,6
5,3,6
0,0,0
2,3,8
3,3,6
0,0,0
2,5,2
5,5,2
2,5,2
2,5,2
2,0,2
1,3,7
5,0,8
0,0,0
1,0,6
2,0,1
2,0,2
0,0,0
0,0,0
3,5,8
0,0,0
3,7,8
5,7,6
2,0,6
0,0,0
0,0,0
0,0,0
2,3,3
0,0,0
3,3,3
2,4,8
0,0,0
0,0,0
2,5,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,3,8
0,0,0
0,0,0
5,7,3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,0,3
0,0,0
0,0,0
0,0,0
0,0,0
2,7,9
0,0,0
0,0,0
0,0,0
0,0,0
3,0,2
0,0,0
0,0,0
0,0,0
3,7,3
0,0,0
0,0,0
0,0,0
0,0,0
2,3,8
3,3,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,5,6
0,0,0
2,0,2
0,0,0
0,0,0
5,7,6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,5,2
0,0,0
5,2,2
0,0,0
0,0,0
0,0,0
2,5,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,0,2
5,7,2
0,0,0
0,0,0
0,0,0
5,0,6
2,5,6
5,1,3
0,0,0
0,0,0
0,0,0
0,0,0
1,7,2
5,3,2
0,0,0
0,0,0
0,0,0
2,3,4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,3,7
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5,4,9
0,0,0
0,0,0
3,5,4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,7,0
2,7,2
0,0,0
0,0,0
2,7,2
2,7,2
0,0,0
0,0,0
2,5,1
0,0,0
0,0,0
0,0,0
5,3,8
2,3,7
3,3,8
0,0,0
3,0,6
0,0,0
2,0,6
5,5,8
0,0,0
5,3,8
0,0,0
0,0,0
5,0,6
2,3,6
3,0,6
0,0,0
0,0,0
2,3,8
5,5,8
0,0,0
0,0,0
5,3,8
3,3,8
2,3,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,0,8
2,5,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5,3,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,7,1
3,7,7
2,7,2
2,7,2
0,0,0
2,0,4
2,3,6
5,0,6
0,0,0
0,0,0
0,0,0
0,0,0
3,5,5
2,5,5
0,0,0
2,5,5
0,0,0
3,0,6
3,0,6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,5,2
0,0,0
0,0,0
0,0,0
0,0,0
2,3,2
2,0,8
0,0,0
0,0,0
0,0,0
0,0,0
1,3,2
2,3,8
2,3,2
0,0,0
1,3,3
0,0,0
0,0,0
2,3,3
0,0,0
0,0,0
5,5,3
0,0,0
0,0,0
0,0,0
2,0,6
0,0,0
0,0,0
3,3,8
0,0,0
0,0,0
2,7,8
0,0,0
0,0,0
3,7,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5,3,4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,5,5
0,0,0
0,0,0
3,6,8
2,6,6
2,9,6
0,0,0
0,0,0
8,0,6
0,0,0
2,3,2
0,0,0
0,0,0
0,0,0
0,0,0
2,7,5
3,7,5
1,5,5
5,5,5
3,5,2
0,0,0
0,0,0
3,3,6
3,0,9
2,5,9
2,5,6
2,5,1
3,0,2
0,0,0
5,0,2
0,0,0
0,0,0
0,0,0
0,0,0
3,0,6
0,0,0
5,0,1
3,2,2
3,7,2
3,7,1
0,0,0
0,0,0
3,7,2
0,0,0
0,0,0
3,3,3
3,3,3
3,3,3
0,0,0
0,0,0
4,1,3
0,0,0
3,7,3
0,0,0
2,7,3
0,0,0
0,0,0
3,7,5
0,0,0
3,0,2
2,3,3
2,3,3
0,0,0
0,0,0
0,0,0
0,0,0
2,6,1
2,6,1
0,0,0
2,5,2
3,0,5
5,3,8
0,0,0
0,0,0
7,4,6
0,0,0
0,0,0
0,0,0
2,3,2
0,0,0
3,0,7
0,0,0
0,0,0
0,0,0
1,0,6
5,3,7
3,6,1
0,0,0
0,0,0
2,3,5
1,0,0
0,0,0
5,0,6
2,3,2
2,3,2
3,0,8
0,0,0
0,0,0
2,5,8
0,0,0
2,0,6
0,0,0
0,0,0
0,0,0
0,0,0
2,5,1
2,0,1
2,0,7
0,0,0
0,0,0
3,0,2
0,0,0
2,3,8
5,7,2
0,0,0
3,0,4
0,0,0
0,0,0
0,0,0
2,3,6
0,0,0
2,3,5
0,0,0
0,0,0
0,0,0
0,0,0
2,0,8
3,7,2
0,0,0
3,3,2
3,3,2
0,0,0
3,0,3
0,0,0
2,0,1
0,0,0
0,0,0
0,0,0
0,0,0
3,3,3
0,0,0
0,0,0
2,7,3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,7,2
0,0,0
0,0,0
2,7,8
2,7,8
0,0,0
1,5,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,3,2
3,6,1
0,0,0
0,0,0
2,6,1
0,0,0
3,7,0
2,7,2
2,7,2
0,0,0
0,0,0
0,0,0
0,0,0
3,3,4
0,0,0
0,0,0
5,3,4
0,0,0
0,0,0
2,0,3
0,0,0
0,0,0
0,0,0
0,0,0
1,4,6
0,0,0
0,0,0
0,0,0
0,0,0
5,3,8
0,0,0
0,0,0
0,0,0
5,0,4
1,4,2
0,0,0
0,0,0
5,7,8
2,0,6
0,0,0
0,0,0
5,5,1
0,0,0
0,0,0
2,7,8
3,0,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,5,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,3,8
2,3,8
0,0,0
3,0,2
3,0,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,5,8
0,0,0
0,0,0
0,0,0
3,5,1
5,5,1
0,0,0
2,7,1
3,7,2
0,0,0
0,0,0
0,0,0
0,0,0
2,7,2
0,0,0
3,0,2
0,0,0
0,0,0
3,4,9
0,0,0
2,3,1
0,0,0
0,0,0
2,3,8
0,0,0
0,0,0
0,0,0
0,0,0
3,4,2
3,4,6
0,0,0
0,0,0
0,0,0
5,7,7
0,0,0
0,0,0
2,0,8
2,5,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,3,2
0,0,0
0,0,0
2,7,4
0,0,0
1,7,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,9,5
0,0,0
0,0,0
2,0,9
2,5,9
0,0,0
0,0,0
0,0,0
2,5,6
2,5,5
2,7,2
0,0,0
0,0,0
1,7,6
4,3,6
0,0,0
0,0,0
0,0,0
5,7,2
3,3,2
0,0,0
2,5,2
0,0,0
0,0,0
3,0,0
0,0,0
3,0,3
0,0,0
3,5,2
0,0,0
0,0,0
0,0,0
2,5,6
0,0,0
0,0,0
1,5,6
0,0,0
2,3,6
2,3,6
0,0,0
3,5,1
0,0,0
2,0,1
0,0,0
2,3,2
2,3,2
0,0,0
2,5,2
0,0,0
1,0,2
0,0,0
2,3,5
0,0,0
0,0,0
2,3,3
0,0,0
0,0,0
0,0,0
3,3,8
5,0,2
2,0,2
0,0,0
0,0,0
2,7,8
2,7,8
2,5,8
0,0,0
3,0,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,3,8
3,3,8
2,3,2
1,0,0
0,0,0
2,7,6
0,0,0
3,3,6
2,7,6
5,3,2
0,0,0
0,0,0
2,7,6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,0,2
0,0,0
3,0,2
3,0,2
0,0,0
0,0,0
3,0,4
3,0,4
0,0,0
2,3,2
0,0,0
0,0,0
2,0,2
0,0,0
0,0,0
0,0,0
0,0,0
3,0,4
2,9,5
0,0,0
0,0,0
3,3,6
0,0,0
2,3,6
2,5,2
2,0,2
3,5,2
5,0,2
3,0,2
2,3,3
0,0,0
5,7,3
1,0,0
0,0,0
0,0,0
0,0,0
3,0,9
0,0,0
3,5,6
2,5,9
0,0,0
2,5,6
0,0,0
2,0,5
0,0,0
0,0,0
5,0,6
0,0,0
3,7,2
0,0,0
0,0,0
3,0,4
0,0,0
2,3,4
0,0,0
0,0,0
0,0,0
0,0,0
3,7,4
0,0,0
2,5,3
2,0,2
0,0,0
0,0,0
3,0,4
5,0,5
0,0,0
0,0,0
3,7,2
0,0,0
0,0,0
3,0,7
0,0,0
0,0,0
3,3,1
2,3,1
2,3,1
3,0,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,2,9
0,0,0
1,2,9
0,0,0
0,0,0
5,7,2
2,7,4
2,7,4
0,0,0
2,7,8
2,5,5
2,5,5
2,5,5
0,0,0
5,0,2
0,0,0
2,5,3
1,5,3
0,0,0
0,0,0
0,0,0
2,7,2
0,0,0
2,0,1
0,0,0
2,3,6
2,5,6
0,0,0
0,0,0
0,0,0
1,0,6
1,0,0
0,0,0
2,0,6
3,0,6
3,3,6
2,0,8
3,0,2
3,0,8
2,0,8
0,0,0
3,3,6
0,0,0
0,0,0
2,9,3
0,0,0
2,7,6
0,0,0
5,7,6
0,0,0
0,0,0
3,0,7
0,0,0
3,0,7
0,0,0
3,0,4
2,3,4
1,7,9
2,7,1
0,0,0
0,0,0
5,7,3
2,0,6
3,3,6
0,0,0
1,7,2
3,3,8
1,5,5
0,0,0
0,0,0
0,0,0
2,3,6
0,0,0
0,0,0
0,0,0
1,3,1
3,4,5
2,3,1
5,3,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,3,2
0,0,0
0,0,0
3,0,2
0,0,0
0,0,0
1,7,3
0,0,0
5,0,2
0,0,0
0,0,0
5,3,3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,3,2
0,0,0
2,3,2
0,0,0
0,0,0
5,7,2
5,3,2
0,0,0
0,0,0
1,7,2
3,0,1
3,3,1
1,0,6
0,0,0
0,0,0
0,0,0
3,0,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,3,5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,7,2
0,0,0
0,0,0
0,0,0
5,7,2
0,0,0
2,3,2
2,3,2
0,0,0
0,0,0
0,0,0
3,3,4
3,3,6
5,3,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,5,8
1,0,0
0,0,0
0,0,0
0,0,0
2,7,1
0,0,0
3,0,4
0,0,0
0,0,0
